Table,Column/Variable Name,Column Type,Description 1,Description 2,Description 3,Description 4,Description 5
T6,T6_est107,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is less than or equal to 30% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est108,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is less than or equal to 30% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est109,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is less than or equal to 30% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est110,Subtotal,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI,,
T6,T6_est111,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est112,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est113,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est114,Subtotal,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI,,
T6,T6_est115,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est116,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est117,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est118,Subtotal,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 80% of HAMFI,,
T6,T6_est119,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est120,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 80% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est121,Detail,Renter occupied,Household member has an ambulatory limitation, AND Household income is greater than 80% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est122,Subtotal,Renter occupied,Household member has a cognitive limitation,,,
T6,T6_est123,Subtotal,Renter occupied,Household member has a cognitive limitation, AND Household income is less than or equal to 30% of HAMFI,,
T6,T6_est124,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is less than or equal to 30% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est125,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is less than or equal to 30% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est126,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is less than or equal to 30% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est127,Subtotal,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI,,
T6,T6_est128,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est129,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est130,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est131,Subtotal,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI,,
T6,T6_est132,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est133,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est134,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est135,Subtotal,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 80% of HAMFI,,
T6,T6_est136,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est137,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 80% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est138,Detail,Renter occupied,Household member has a cognitive limitation, AND Household income is greater than 80% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est139,Subtotal,Renter occupied,Household member has a self-care or independent living limitation,,,
T6,T6_est140,Subtotal,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is less than or equal to 30% of HAMFI,,
T6,T6_est141,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is less than or equal to 30% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est142,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is less than or equal to 30% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est143,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is less than or equal to 30% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est144,Subtotal,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI,,
T6,T6_est145,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est146,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est147,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 30% but less than or equal to 50% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est148,Subtotal,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI,,
T6,T6_est149,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est150,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est151,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 50% but less than or equal to 80% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est152,Subtotal,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 80% of HAMFI,,
T6,T6_est153,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est154,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 80% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est155,Detail,Renter occupied,Household member has a self-care or independent living limitation, AND Household income is greater than 80% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est156,Subtotal,Renter occupied,Household member has none of the above limitations,,,
T6,T6_est157,Subtotal,Renter occupied,Household member has none of the above limitations, AND Household income is less than or equal to 30% of HAMFI,,
T6,T6_est158,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is less than or equal to 30% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est159,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is less than or equal to 30% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est160,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is less than or equal to 30% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est161,Subtotal,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 30% but less than or equal to 50% of HAMFI,,
T6,T6_est162,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est163,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 30% but less than or equal to 50% of HAMFI, AND has none of the 4 housing unit problems,
T6,T6_est164,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 30% but less than or equal to 50% of HAMFI," AND cost burden not computed, household has none of the other housing problems ",
T6,T6_est165,Subtotal,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 50% but less than or equal to 80% of HAMFI,,
T6,T6_est166,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has 1 or more of the 4 housing unit problems,
T6,T6_est167,Detail,Renter occupied,Household member has none of the above limitations, AND Household income is greater than 50% but less than or equal to 80% of HAMFI, AND has none of the 4 housing unit problems,
